CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1M_School closing,C1M_Flag,C2M_Workplace closing,C2M_Flag,C3M_Cancel public events,C3M_Flag,C4M_Restrictions on gatherings,C4M_Flag,C5M_Close public transport,C5M_Flag,C6M_Stay at home requirements,C6M_Flag,C7M_Restrictions on internal movement,C7M_Flag,C8EV_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6M_Facial Coverings,H6M_Flag,H7_Vaccination policy,H7_Flag,H8M_Protection of elderly people,H8M_Flag,M1_Wildcard,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V4_Mandatory Vaccination (summary),ConfirmedCases,ConfirmedDeaths,MajorityVaccinated,PopulationVaccinated,StringencyIndex_Average,StringencyIndex_Average_ForDisplay,GovernmentResponseIndex_Average,GovernmentResponseIndex_Average_ForDisplay,ContainmentHealthIndex_Average,ContainmentHealthIndex_Average_ForDisplay,EconomicSupportIndex,EconomicSupportIndex_ForDisplay
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211023,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1744,9,V,67.30,72.63,72.63,73.67,73.67,77.05,77.05,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211024,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1744,9,V,67.30,72.63,72.63,73.67,73.67,77.05,77.05,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211025,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1744,9,V,67.30,72.63,72.63,73.67,73.67,77.05,77.05,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211026,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1744,9,V,67.30,72.63,72.63,73.67,73.67,77.05,77.05,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211027,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1744,9,V,67.30,72.63,72.63,73.67,73.67,77.05,77.05,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211028,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1744,9,V,67.30,72.63,72.63,73.67,73.67,77.05,77.05,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211029,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1744,9,V,67.30,72.63,72.63,73.67,73.67,77.05,77.05,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211030,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1847,10,V,67.90,72.58,72.58,73.64,73.64,77.02,77.02,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211031,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1847,10,V,67.90,72.58,72.58,73.64,73.64,77.02,77.02,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211101,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1847,10,V,67.90,72.58,72.58,73.64,73.64,77.02,77.02,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211102,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1847,10,V,67.90,72.58,72.58,73.64,73.64,77.02,77.02,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211103,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1847,10,V,67.90,72.58,72.58,73.64,73.64,77.02,77.02,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211104,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1847,10,V,67.90,72.58,72.58,73.64,73.64,77.02,77.02,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211105,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1847,10,V,67.90,72.58,72.58,73.64,73.64,77.02,77.02,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211106,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1882,11,V,68.50,72.53,72.53,73.61,73.61,76.99,76.99,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211107,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1882,11,V,68.50,72.53,72.53,73.61,73.61,76.99,76.99,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211108,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1882,11,V,68.50,72.53,72.53,73.61,73.61,76.99,76.99,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211109,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1882,11,V,68.50,72.53,72.53,73.61,73.61,76.99,76.99,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211110,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1882,11,V,68.50,72.53,72.53,73.61,73.61,76.99,76.99,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211111,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1882,11,V,68.50,72.53,72.53,73.61,73.61,76.99,76.99,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211112,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1882,11,V,68.50,72.53,72.53,73.61,73.61,76.99,76.99,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211113,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1982,12,V,68.50,72.53,72.53,73.61,73.61,76.99,76.99,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211114,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1982,12,V,68.50,72.53,72.53,73.61,73.61,76.99,76.99,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211115,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1982,12,V,68.50,72.53,72.53,73.61,73.61,76.99,76.99,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211116,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1982,12,V,68.50,72.53,72.53,73.61,73.61,76.99,76.99,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211117,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1982,12,V,68.50,72.53,72.53,73.61,73.61,76.99,76.99,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211118,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1982,12,V,68.50,72.53,72.53,73.61,73.61,76.99,76.99,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211119,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1982,12,V,68.50,72.53,72.53,73.61,73.61,76.99,76.99,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211120,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,2037,12,V,69.60,72.44,72.44,73.56,73.56,76.93,76.93,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211121,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,2037,12,V,69.60,72.44,72.44,73.56,73.56,76.93,76.93,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211122,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,2037,12,V,69.60,72.44,72.44,73.56,73.56,76.93,76.93,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211123,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,2037,12,V,69.60,72.44,72.44,73.56,73.56,76.93,76.93,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211124,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,2037,12,V,69.60,72.44,72.44,73.56,73.56,76.93,76.93,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211125,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,2037,12,V,69.60,72.44,72.44,73.56,73.56,76.93,76.93,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211126,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,2037,12,V,69.60,72.44,72.44,73.56,73.56,76.93,76.93,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211127,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,2055,12,V,70.10,72.40,72.40,73.54,73.54,76.90,76.90,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211128,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,2055,12,V,70.10,72.40,72.40,73.54,73.54,76.90,76.90,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211129,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,2055,12,V,70.10,72.40,72.40,73.54,73.54,76.90,76.90,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211130,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,3.00,0,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,2055,12,V,70.10,72.40,72.40,73.54,73.54,76.90,76.90,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211201,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2055,12,V,70.10,72.40,72.40,72.49,72.49,75.71,75.71,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211202,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2055,12,V,70.10,72.40,72.40,72.49,72.49,75.71,75.71,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211203,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2055,12,V,70.10,72.40,72.40,72.49,72.49,75.71,75.71,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211204,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2066,12,V,70.60,72.36,72.36,72.47,72.47,75.68,75.68,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211205,3.00,0,3.00,0,2.00,0,4.00,0,1.00,0,2.00,0,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2066,12,V,70.60,72.36,72.36,72.47,72.47,75.68,75.68,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211206,1.00,1,1.00,1,1.00,1,3.00,1,1.00,0,1.00,1,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2066,12,V,70.60,55.23,55.23,62.84,62.84,64.67,64.67,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211207,1.00,1,1.00,1,1.00,1,3.00,1,1.00,0,1.00,1,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2066,12,V,70.60,55.23,55.23,62.84,62.84,64.67,64.67,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211208,1.00,1,1.00,1,1.00,1,3.00,1,1.00,0,1.00,1,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2066,12,V,70.60,55.23,55.23,62.84,62.84,64.67,64.67,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211209,1.00,1,1.00,1,1.00,1,3.00,1,1.00,0,1.00,1,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2066,12,V,70.60,55.23,55.23,62.84,62.84,64.67,64.67,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211210,1.00,1,1.00,1,1.00,1,3.00,1,1.00,0,1.00,1,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2066,12,V,70.60,55.23,55.23,62.84,62.84,64.67,64.67,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211211,1.00,1,1.00,1,1.00,1,3.00,1,1.00,0,1.00,1,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2070,12,V,71.00,55.20,55.20,62.82,62.82,64.65,64.65,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211212,1.00,1,1.00,1,1.00,1,3.00,1,1.00,0,1.00,1,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2070,12,V,71.00,55.20,55.20,62.82,62.82,64.65,64.65,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211213,1.00,1,1.00,1,1.00,1,3.00,1,1.00,0,1.00,1,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2070,12,V,71.00,55.20,55.20,62.82,62.82,64.65,64.65,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211214,1.00,1,1.00,1,1.00,1,3.00,1,1.00,0,1.00,1,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2070,12,V,71.00,55.20,55.20,62.82,62.82,64.65,64.65,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211215,1.00,1,1.00,1,1.00,1,3.00,1,1.00,0,1.00,1,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2070,12,V,71.00,55.20,55.20,62.82,62.82,64.65,64.65,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211216,1.00,1,1.00,1,1.00,1,3.00,1,1.00,0,1.00,1,2.00,1,1.00,0.00,,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2070,12,V,71.00,55.20,55.20,62.82,62.82,64.65,64.65,50.00,50.00
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211217,1.00,1,1.00,1,1.00,1,3.00,1,1.00,0,1.00,1,2.00,1,1.00,1.00,0,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2070,12,V,71.00,55.20,55.20,64.38,64.38,64.65,64.65,62.50,62.50
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211218,1.00,1,1.00,1,1.00,1,3.00,1,1.00,0,1.00,1,2.00,1,1.00,1.00,0,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2079,12,V,71.40,55.16,55.16,64.36,64.36,64.63,64.63,62.50,62.50
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211219,1.00,1,1.00,1,1.00,1,3.00,1,1.00,0,1.00,1,2.00,1,1.00,1.00,0,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2079,12,V,71.40,55.16,55.16,64.36,64.36,64.63,64.63,62.50,62.50
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211220,1.00,1,1.00,1,1.00,1,3.00,1,1.00,0,1.00,1,2.00,1,1.00,1.00,0,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2079,12,V,71.40,55.16,55.16,64.36,64.36,64.63,64.63,62.50,62.50
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211221,1.00,1,1.00,1,1.00,1,3.00,1,1.00,0,1.00,1,2.00,1,1.00,1.00,0,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2079,12,V,71.40,55.16,55.16,64.36,64.36,64.63,64.63,62.50,62.50
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211222,1.00,1,1.00,1,1.00,1,3.00,1,1.00,0,1.00,1,2.00,1,1.00,1.00,0,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2079,12,V,71.40,55.16,55.16,64.36,64.36,64.63,64.63,62.50,62.50
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211223,1.00,1,1.00,1,1.00,1,3.00,1,1.00,0,1.00,1,2.00,1,1.00,1.00,0,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2079,12,V,71.40,55.16,55.16,64.36,64.36,64.63,64.63,62.50,62.50
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211224,1.00,1,1.00,1,1.00,1,3.00,1,1.00,0,1.00,1,2.00,1,1.00,1.00,0,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2079,12,V,71.40,55.16,55.16,64.36,64.36,64.63,64.63,62.50,62.50
Canada,CAN,Northwest Territories,CAN_NT,STATE_TOTAL,20211225,1.00,1,1.00,1,1.00,1,3.00,1,1.00,0,1.00,1,2.00,1,1.00,1.00,0,2.00,,,2.00,1,2.00,2.00,,0.00,3.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2088,12,V,71.40,55.16,55.16,64.36,64.36,64.63,64.63,62.50,62.50
